ORDER_ID	CLASS	B_EMAIL	B_TELEFON	B_BIRTHDATE	FLAG_LRIDENTISCH	FLAG_NEWSLETTER	Z_METHODE	Z_CARD_ART	Z_CARD_VALID	Z_LAST_NAME	VALUE_ORDER	WEEKDAY_ORDER	TIME_ORDER	AMOUNT_ORDER	ANUMMER_01	ANUMMER_02	ANUMMER_03	ANUMMER_04	ANUMMER_05	ANUMMER_06	ANUMMER_07	ANUMMER_08	ANUMMER_09	ANUMMER_10	CHK_LADR	CHK_RADR	CHK_KTO	CHK_CARD	CHK_COOKIE	CHK_IP	FAIL_LPLZ	FAIL_LORT	FAIL_LPLZORTMATCH	FAIL_RPLZ	FAIL_RORT	FAIL_RPLZORTMATCH	SESSION_TIME	NEUKUNDE	AMOUNT_ORDER_PRE	VALUE_ORDER_PRE	DATE_LORDER	MAHN_AKT	MAHN_HOECHST
1400	no	yes	no	9/20/1984	no	no	debit_note	?	6.2005	yes	46.5	Tuesday	3:09	1	404258	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
1402	no	no	no	1/2/1970	yes	no	check	?	7.2007	?	32.8	Monday	8:04	1	307046	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	37.97	11/24/2003	0	1
1404	yes	yes	no	2/5/1964	yes	no	credit_card	Amex	10.2005	yes	44	Tuesday	15:53	1	202090	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	no	1	5.46	8/15/2003	0	0
1405	no	yes	no	12/21/1985	no	yes	credit_card	Visa	3.2007	yes	192.2	Wednesday	6:52	5	400035	308889	401856	506821	107610	?	?	?	?	?	no	no	no	no	no	no	no	no	no	yes	no	no	4	yes	0	0	?	?	?
1406	no	yes	no	?	yes	no	debit_note	?	10.2007	yes	17.5	Wednesday	4:16	1	607046	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
1407	yes	yes	no	8/6/1986	yes	no	check	?	7.2007	?	51	Sunday	0:08	1	400738	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
1408	no	yes	no	9/2/1963	yes	no	check	?	1.2006	?	10.8	Wednesday	11:25	1	406310	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
1410	no	yes	no	12/18/1985	yes	no	check	?	3.2005	?	29.99	Thursday	2:10	1	305685	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	1	yes	0	0	?	?	?
1412	no	yes	no	9/30/1983	yes	no	debit_note	?	12.2006	yes	17.5	Thursday	16:16	1	400124	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
1415	no	yes	yes	?	yes	no	check	?	3.2005	?	65.3	Friday	6:24	2	406959	508889	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	2	89.58	6/13/2003	0	0
1416	no	no	no	?	no	no	credit_card	Eurocard	10.2006	yes	9.99	Thursday	13:54	1	407703	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	2	30.28	1/22/2002	0	0
1417	no	yes	yes	?	yes	no	check	?	4.2006	?	17.8	Saturday	13:22	1	407491	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	35.26	7/12/2004	0	2
1418	no	yes	no	7/3/1984	yes	no	check	?	11.2005	?	9.8	Tuesday	16:02	1	600578	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
1419	yes	yes	no	8/15/1982	yes	no	check	?	8.2005	?	26	Saturday	15:24	1	207699	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	yes	no	12	no	2	79.92	3/21/2002	0	3
1420	no	yes	no	2/14/1960	yes	no	credit_card	Eurocard	5.2006	yes	108.99	Friday	9:19	3	502454	504935	202677	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	32.77	8/23/2001	0	0
1421	no	yes	no	2/15/1980	yes	no	debit_note	?	2.2006	yes	41	Friday	18:57	1	309500	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	24.56	2/11/2004	0	1
1422	no	yes	no	3/12/1968	yes	no	debit_note	?	8.2007	yes	29.99	Thursday	18:18	1	100214	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	12.41	9/10/2002	0	0
1424	no	yes	yes	1/6/1975	yes	no	check	?	10.2007	?	54.5	Wednesday	7:48	1	401893	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
1428	no	yes	yes	7/16/1971	no	no	credit_card	Amex	6.2007	yes	46.5	Wednesday	10:00	1	601371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	1	16.05	12/11/2004	1	1
1429	no	yes	yes	?	yes	no	credit_card	Amex	10.2005	yes	21.1	Friday	12:54	2	201619	409662	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	6	61.38	10/10/2001	1	1
1430	no	no	no	5/19/1966	no	no	debit_note	?	3.2007	yes	125.3	Monday	18:42	3	209121	605685	401856	?	?	?	?	?	?	?	no	no	yes	no	no	no	no	no	no	no	no	no	2	no	2	155.18	10/25/2003	0	1
1433	no	yes	no	3/13/1959	no	no	credit_card	Eurocard	6.2005	yes	12.6	Saturday	18:38	1	407162	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	9.29	7/17/2003	1	1
1434	no	yes	no	7/25/1981	no	no	credit_card	Eurocard	2.2006	yes	54.5	Friday	3:37	1	405338	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	73.31	6/22/2001	0	0
1436	no	yes	yes	?	no	no	credit_card	Eurocard	10.2006	yes	43.5	Thursday	0:33	1	400476	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	19	yes	0	0	?	?	?
1438	no	yes	no	5/30/1983	yes	no	check	?	11.2006	?	55	Thursday	17:02	2	100959	205431	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
1439	no	yes	no	3/5/1978	yes	no	credit_card	Eurocard	3.2007	yes	34.49	Wednesday	21:31	2	403397	408097	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	6	no	1	48.85	3/4/2003	0	0
1440	no	yes	no	1/16/1941	no	no	debit_note	?	3.2007	yes	34.5	Tuesday	22:33	1	205580	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
1443	no	yes	no	1/10/1978	yes	no	check	?	11.2007	?	66.99	Saturday	13:43	2	402133	105555	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	18	yes	0	0	?	?	?
1444	no	no	no	1/30/1983	yes	no	credit_card	Eurocard	1.2007	yes	128.5	Sunday	20:11	3	603776	403136	408605	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
1445	no	yes	no	?	no	no	credit_card	Eurocard	12.2007	yes	65	Monday	3:33	2	409053	400329	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
1446	no	no	no	10/11/1963	no	no	debit_note	?	3.2005	yes	5.2	Tuesday	13:03	1	109102	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	34.66	6/2/2004	0	0
1447	no	yes	no	5/9/1985	yes	no	credit_card	Eurocard	3.2005	yes	23.5	Monday	0:29	1	204242	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	2	12.26	11/22/2002	0	0
1448	no	no	no	8/24/1968	yes	no	check	?	2.2007	?	42.8	Saturday	15:34	1	107359	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
1450	no	yes	no	12/1/1962	yes	no	check	?	12.2006	?	51	Thursday	13:43	1	406821	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
1451	no	no	no	8/20/1972	yes	no	check	?	12.2006	?	32.8	Monday	6:31	1	106685	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
1452	no	no	no	11/6/1979	yes	no	check	?	12.2006	?	24.5	Thursday	10:35	2	402496	400576	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	20.75	2/5/2002	0	0
1453	no	yes	no	2/16/1984	yes	no	debit_card	debit_card	10.2007	yes	41	Sunday	15:40	1	405767	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	31.6	10/4/2004	0	0
1454	no	yes	no	1/4/1977	yes	no	check	?	4.2006	?	68.4	Friday	8:24	1	100124	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	yes	no	5	yes	0	0	?	?	?
1455	no	no	no	?	yes	no	check	?	8.2006	?	42.8	Sunday	10:08	1	107359	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
1458	no	no	no	2/19/1970	yes	no	check	?	10.2005	?	23.5	Monday	10:36	1	406781	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	45.45	8/31/2003	0	0
1460	no	yes	no	10/2/1976	yes	no	credit_card	Eurocard	3.2007	yes	14.5	Monday	7:41	1	403397	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	71.79	8/25/2002	0	0
1461	no	yes	no	10/4/1981	yes	no	check	?	2.2007	?	29.5	Monday	17:53	1	407364	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	1	yes	0	0	?	?	?
1462	no	yes	no	9/25/1986	yes	no	check	?	1.2006	?	50.6	Monday	4:18	2	402243	407359	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
1465	no	yes	yes	9/12/1966	yes	yes	credit_card	Eurocard	4.2007	yes	104.4	Wednesday	14:36	3	406859	205958	408997	?	?	?	?	?	?	?	no	no	no	no	no	yes	no	no	no	no	no	no	8	no	1	94.12	8/16/2002	3	3
1466	no	yes	no	12/13/1972	yes	no	check	?	4.2005	?	57.8	Thursday	6:48	1	400914	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	yes	no	15	yes	0	0	?	?	?
1469	no	yes	no	8/4/1977	yes	no	credit_card	Visa	8.2007	yes	100.49	Tuesday	15:40	3	202993	404944	405958	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	3	54.99	11/29/2001	0	0
1470	no	yes	no	8/4/1970	no	no	credit_card	Visa	7.2005	yes	10.8	Saturday	13:28	1	409826	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
1474	no	no	no	?	yes	no	check	?	3.2005	?	34.5	Tuesday	22:57	1	409006	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	47.56	11/25/2001	0	0
1475	no	yes	no	4/1/1963	no	no	debit_card	debit_card	1.2005	yes	6.5	Tuesday	17:37	1	402089	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	0	0	?	?	?
1476	no	yes	yes	8/4/1972	no	no	debit_note	?	2.2006	yes	49.48	Sunday	21:31	3	507255	401371	507255	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	yes	no	no	no	2	no	2	247.4	6/4/2002	0	0
1478	no	yes	no	7/20/1968	yes	no	credit_card	Visa	1.2007	yes	194.7	Saturday	21:47	4	204792	400822	507317	301893	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
1479	no	yes	no	12/2/1978	yes	no	check	?	8.2007	?	18.5	Wednesday	12:44	1	209102	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	11	no	1	73.55	10/25/2004	0	2
1480	no	yes	yes	4/7/1980	yes	no	check	?	10.2006	?	37	Tuesday	22:10	1	403533	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	17.28	5/18/2004	0	0
1482	no	no	no	3/2/1980	yes	no	check	?	8.2005	?	14.5	Thursday	12:32	1	402062	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	7.63	4/25/2003	1	1
1484	no	yes	no	10/8/1978	yes	no	credit_card	Eurocard	3.2005	yes	113.5	Tuesday	1:14	3	501371	602089	405338	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	3	142.23	5/1/2001	0	2
1485	no	yes	no	8/14/1986	yes	no	credit_card	Eurocard	9.2006	yes	31.9	Thursday	16:27	1	402090	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
1486	no	yes	no	2/5/1975	yes	no	debit_note	?	9.2005	yes	68.4	Thursday	10:07	1	203950	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	2	307.9	8/27/2003	0	0
1487	no	no	yes	8/15/1979	yes	no	check	?	1.2007	?	16	Monday	8:26	1	407156	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	no	4	34.44	1/2/2001	2	2
1489	no	yes	no	1/29/1973	yes	no	check	?	12.2005	?	51	Wednesday	18:02	1	202399	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
1491	no	yes	no	7/12/1973	yes	no	debit_note	?	3.2005	yes	46.5	Tuesday	10:14	1	206520	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
1492	no	yes	no	12/7/1975	yes	no	check	?	10.2007	?	69	Tuesday	10:58	2	105431	108397	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	9	no	1	63.65	11/30/2002	0	0
1495	no	no	no	3/26/1969	yes	no	check	?	9.2006	?	44.5	Wednesday	6:12	2	207317	301371	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	48.17	9/18/2001	0	0
1496	no	yes	no	?	yes	no	check	?	11.2006	?	84.4	Wednesday	11:47	2	407171	407317	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
1498	no	yes	no	6/23/1981	yes	no	check	?	12.2007	?	18	Wednesday	14:50	1	403776	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	17	no	1	25.4	12/30/2001	0	0
1499	no	yes	no	5/26/1973	yes	no	check	?	11.2007	?	29.5	Tuesday	6:41	1	408777	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	87.57	5/29/2001	0	0
1500	no	no	no	9/12/1986	yes	no	credit_card	Eurocard	5.2006	yes	187.7	Monday	2:53	4	407699	502454	200953	605580	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
1501	no	yes	no	9/27/1963	yes	no	check	?	6.2007	?	46.5	Saturday	18:06	1	404258	?	?	?	?	?	?	?	?	?	no	no	no	yes	no	no	no	no	no	no	no	no	10	no	1	70.05	1/4/2002	0	0
1503	no	yes	no	4/30/1972	no	no	credit_card	Eurocard	9.2006	no	26	Monday	16:30	1	200124	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	19.31	9/1/2004	0	0
1504	no	yes	no	3/24/1962	yes	no	check	?	7.2006	?	19.99	Wednesday	11:29	1	402246	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	yes	0	0	?	?	?
1505	no	yes	no	4/12/1974	no	no	credit_card	Visa	1.2006	yes	19.99	Saturday	22:38	1	409200	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
1506	no	yes	no	9/20/1961	no	no	credit_card	Eurocard	11.2007	yes	29.99	Friday	21:41	1	606858	?	?	?	?	?	?	?	?	?	no	yes	no	no	no	no	no	no	no	no	no	no	12	no	1	7.51	10/1/2002	0	0
1507	no	yes	no	10/26/1976	no	no	credit_card	Amex	10.2006	yes	68.4	Tuesday	5:27	1	205284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
1509	no	yes	no	1/19/1963	yes	no	check	?	4.2007	?	17.8	Wednesday	17:28	1	103367	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	17	no	2	216.28	8/31/2004	0	0
1510	no	yes	no	3/11/1953	yes	no	check	?	12.2007	?	68.4	Monday	14:44	1	401796	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
1511	no	yes	no	11/6/1980	no	no	credit_card	Visa	11.2005	yes	68.4	Sunday	18:36	1	207344	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
1512	no	yes	no	9/19/1981	yes	no	check	?	3.2007	?	76	Sunday	11:25	2	501893	207359	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	66.8	1/25/2001	0	0
1513	no	no	no	10/13/1970	no	no	debit_note	?	2.2006	yes	29.99	Friday	15:29	1	407741	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	4	209.48	4/10/2001	0	0
1518	no	yes	no	8/2/1980	yes	no	check	?	4.2005	?	6.5	Sunday	4:43	1	209725	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
1520	no	yes	no	5/1/1973	yes	no	credit_card	Eurocard	2.2005	yes	26	Saturday	19:32	1	404077	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
1521	no	yes	yes	4/30/1979	yes	no	credit_card	Eurocard	1.2007	yes	62.69	Saturday	15:02	3	405555	303397	203776	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	10	no	1	47.04	6/28/2004	0	0
1522	no	yes	no	8/13/1969	yes	no	check	?	8.2007	?	16	Sunday	10:09	1	400767	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
1530	no	yes	no	1/1/1965	yes	no	check	?	7.2006	?	17.8	Wednesday	13:39	1	407491	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	no	1	39.63	6/23/2003	0	1
1531	no	yes	no	1/26/1984	no	no	debit_note	?	11.2005	yes	17.8	Thursday	8:51	1	307699	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
1532	no	no	yes	9/25/1950	no	no	debit_note	?	8.2007	yes	223.28	Saturday	19:10	5	109725	402641	107317	407300	408097	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	45.31	7/26/2004	0	2
1533	no	yes	no	5/7/1971	no	no	credit_card	Eurocard	8.2006	yes	12.6	Wednesday	15:51	1	202448	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
1535	no	yes	no	6/6/1966	yes	no	check	?	5.2006	?	54.5	Sunday	6:31	1	405338	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	17	no	1	10.63	3/12/2003	0	1
1536	no	yes	no	3/31/1980	yes	no	check	?	12.2007	?	68.5	Saturday	9:40	2	102133	309725	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	7.69	1/13/2004	0	3
1538	no	yes	no	10/26/1958	yes	no	credit_card	Visa	3.2005	yes	84.49	Tuesday	1:48	2	402572	104485	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
1540	no	yes	no	8/13/1968	yes	no	check	?	9.2007	?	72.3	Tuesday	16:16	2	404269	500925	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	18	yes	0	0	?	?	?
1541	no	yes	no	11/18/1981	no	no	credit_card	Visa	7.2005	yes	42.8	Saturday	18:54	1	209121	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
1542	no	yes	no	2/4/1986	yes	no	check	?	12.2005	?	89.34	Thursday	3:38	4	301371	402246	609670	109121	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	5.45	10/27/2002	1	1
1543	no	no	no	3/8/1973	yes	no	check	?	11.2005	?	52	Sunday	12:32	1	407610	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
1544	yes	no	no	6/1/1971	no	no	credit_card	Visa	5.2007	yes	12.6	Sunday	3:44	1	101967	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
1547	no	yes	no	?	yes	no	check	?	1.2007	?	9.99	Saturday	1:38	1	204077	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
1549	no	yes	no	?	no	no	credit_card	Eurocard	5.2005	yes	19.99	Thursday	4:34	1	201402	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
1551	no	yes	no	9/19/1960	yes	no	credit_card	Visa	10.2005	yes	17.8	Tuesday	23:47	1	504921	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	4	no	2	56.1	11/17/2004	1	1
1552	no	yes	no	12/25/1971	yes	no	check	?	3.2006	?	10.8	Saturday	6:38	1	209386	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	1	14.4	12/21/2001	0	1
1553	no	yes	no	1/24/1968	no	no	debit_note	?	12.2007	yes	64.5	Saturday	15:55	1	303136	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	3	58.8	6/1/2004	0	0
1554	no	yes	no	1/5/1961	no	no	credit_card	Amex	6.2007	yes	29.5	Sunday	17:25	1	500925	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	45.66	8/6/2002	0	0
1557	no	yes	no	12/3/1976	yes	no	credit_card	Eurocard	11.2006	yes	237	Friday	10:38	5	303639	401967	407359	204792	402611	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	20.1	8/13/2003	0	0
1559	no	yes	no	6/17/1983	yes	no	credit_card	Eurocard	2.2005	yes	18.5	Monday	2:51	1	102681	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
1560	no	yes	no	5/23/1975	yes	no	check	?	12.2006	?	57.8	Saturday	17:46	1	207359	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
1561	no	yes	yes	10/4/1975	yes	yes	check	?	8.2007	?	16	Monday	18:51	1	502677	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	33.32	6/18/2004	0	0
1562	no	yes	no	3/19/1982	no	yes	debit_note	?	1.2007	yes	54.5	Saturday	16:54	1	206774	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	12.94	10/24/2004	1	2
1564	no	no	no	7/5/1977	yes	no	check	?	11.2007	?	12.6	Wednesday	15:34	1	208499	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
1565	no	yes	no	11/30/1979	yes	no	check	?	10.2006	?	29.98	Friday	15:18	2	102697	206858	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	65.56	7/13/2003	0	1
1570	no	yes	no	4/27/1965	no	no	credit_card	Visa	11.2005	yes	37	Sunday	4:35	1	600925	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	yes	15	no	1	5.93	6/24/2001	0	0
1572	no	no	no	7/12/1970	yes	no	credit_card	Eurocard	2.2005	yes	124.79	Monday	13:54	3	401619	504765	400914	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
1573	no	yes	no	7/18/1976	yes	no	check	?	5.2005	?	32.8	Saturday	17:02	1	208500	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
1575	no	yes	yes	11/18/1956	yes	no	check	?	8.2005	?	84.5	Friday	15:04	2	405767	207570	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	18	no	2	216.88	1/14/2005	0	0
1577	no	yes	no	4/23/1982	yes	no	check	?	5.2005	?	42.8	Wednesday	5:56	1	403772	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	26.46	2/14/2003	0	1
1579	no	no	no	2/26/1957	yes	no	credit_card	Eurocard	1.2007	yes	35.99	Saturday	0:20	2	409101	404077	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	36.08	9/20/2004	0	0
1580	no	no	yes	10/18/1972	yes	no	check	?	2.2007	?	43.5	Wednesday	13:31	1	207570	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	3	128.91	4/13/2003	0	0
1581	no	yes	no	5/7/1973	no	no	debit_note	?	4.2007	yes	12.8	Monday	1:49	1	508777	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	no	1	31.66	9/4/2002	0	1
1582	no	yes	no	1/21/1970	yes	no	check	?	4.2006	?	9.99	Wednesday	14:51	1	506284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	9.96	4/12/2001	0	2
1583	no	no	yes	?	yes	no	check	?	2.2005	?	56.6	Saturday	22:28	3	107570	207317	200124	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	21.13	7/25/2002	0	0
1585	no	yes	no	10/27/1972	yes	no	check	?	3.2005	?	37	Saturday	19:16	1	409013	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	2	63.5	12/16/2001	1	1
1586	no	yes	no	3/10/1974	yes	no	check	?	5.2007	?	19.99	Saturday	18:14	1	500214	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	172.71	5/12/2001	0	0
